;id;ZL;Artikel;FarbNr;Farbe;GrNr;Groesse;Lagerplatz;Bez;Erfasser;Zählmenge;ItemNo;ArtikelID;StorageID;Total_Value;Counted
1110;42722;E-3;0126;012;smaragd;004;S;E-3-23-B-1;HAKRO Damen V-Shirt Classic;Team06;30+16;0126012004;7969d80b-86e7-4677-9d68-2779d5039f25;b144e1de-c46a-410e-a7f4-c5924ae26b36;46;1
1111;42723;E-3;0126;012;smaragd;005;M;E-3-24-B-2;HAKRO Damen V-Shirt Classic;Team06;200+10;0126012005;3397b891-4fd8-4ecc-8b8e-31e74d9b1bd3;1f07da43-34d9-44e4-b5a6-4ced7e4f6e9a;210;1
1112;42724;E-3;0126;012;smaragd;006;L;E-3-24-B-3;HAKRO Damen V-Shirt Classic;Team06;270+7;0126012006;f6e6d5f3-3767-4bcd-9e79-3e7138030705;d3af18c9-c70d-4646-8e48-be6c98312f19;277;1
1113;42725;E-3;0126;012;smaragd;007;XL;E-3-24-B-4;HAKRO Damen V-Shirt Classic;Team06;50+2;0126012007;a1056028-6ee3-4d3d-aa04-73ba6623939f;619c6bf5-b9e2-4837-9156-5cbcd4b9ef2c;52;1
1114;42726;E-3;0126;012;smaragd;008;2XL;E-3-24-B-5;HAKRO Damen V-Shirt Classic;Team06;100;0126012008;bc69ff47-2d4c-4e7c-a58a-99e14f57d95d;c55214c5-e3bc-44e5-a59f-18328f11ca71;100;1
1115;42727;E-3;0126;012;smaragd;009;3XL;E-3-23-B-5;HAKRO Damen V-Shirt Classic;Team06;50+2;0126012009;c7d690d3-15be-4182-bd9c-a6c578560227;c4b966c9-35ba-4831-94d4-b8c06c2ef075;52;1
1116;42728;E-3;0126;015;grau-meliert;003;XS;E-3-26-B-1;HAKRO Damen V-Shirt Classic;Team06;150+4;0126015003;9a39dad0-f8bd-41a7-8f63-8c5f04c09027;eea4bc2d-0187-4da0-821f-9d0b0a83f14f;154;1
1117;42729;E-3;0126;015;grau-meliert;004;S;E-3-25-B-1;HAKRO Damen V-Shirt Classic;Team06;90+8;0126015004;ee5c754a-1009-4bc8-8118-5ecfa54eac3f;8cb5cdf0-4b84-4a2e-b78f-a105a2eed747;98;1
1118;42730;E-3;0126;015;grau-meliert;005;M;E-3-26-B-2;HAKRO Damen V-Shirt Classic;Carlos;140+10;0126015005;ce5fedd5-be02-44e8-be31-83199a20a395;9ae25045-4b28-4032-a0a0-c31b968fac8e;150;1
1119;42731;E-3;0126;015;grau-meliert;006;L;E-3-26-B-3;HAKRO Damen V-Shirt Classic;Team06;40;0126015006;fd1b936c-7bd9-4521-9ffb-5d143c528940;4e8b8251-1623-4725-9758-e7c63fedcba7;40;1
1120;42732;E-3;0126;015;grau-meliert;007;XL;E-3-26-B-4;HAKRO Damen V-Shirt Classic;Team06;110+9;0126015007;42be5d26-b845-41b6-a440-c4b70ff25e56;cb1d660e-d739-46db-b5e3-d06c0c3d1150;119;1
1121;42733;E-3;0126;015;grau-meliert;008;2XL;E-3-26-B-5;HAKRO Damen V-Shirt Classic;Team06;30+6;0126015008;2a6e98b0-6de8-4fe1-a58a-f69bc7b3c11f;dc937e92-b5a8-45ed-8e4b-8e4fe3b95710;36;1
1122;42734;E-3;0126;015;grau-meliert;009;3XL;E-3-25-B-5;HAKRO Damen V-Shirt Classic;Team06;6;0126015009;f43f72e6-948c-409b-96c9-f110fd0ee0ec;bd8abbec-d97f-4514-8821-6ddf02296fde;6;1
1123;42735;E-3;0126;122;magenta;003;XS;E-3-28-B-1;HAKRO Damen V-Shirt Classic;Team06;30+3;0126122003;14bd6c86-eeaf-4fbe-b11e-ff79982b8f0a;1cbe3828-c246-4f3f-84a4-d78c35fa8760;33;1
1124;42736;E-3;0126;122;magenta;004;S;E-3-27-B-1;HAKRO Damen V-Shirt Classic;Team06;80+2;0126122004;ebec9c36-25ad-470f-8362-5666a4299ef4;827d0172-f869-44e5-ad8e-ef27096ff96c;82;1
1125;42737;E-3;0126;122;magenta;005;M;E-3-28-B-2;HAKRO Damen V-Shirt Classic;Team06;90+6;0126122005;d81d2768-4687-454e-b51e-848db3f28ce7;370d954c-63d8-409b-b842-9286eea93978;96;1
1126;42738;E-3;0126;122;magenta;006;L;E-3-28-B-3;HAKRO Damen V-Shirt Classic;Team06;6;0126122006;28ef82db-522a-45e8-8900-c63a3e1ef3f6;34f5d2c4-aa6a-437f-87aa-94cdd0234f90;6;1
1127;42739;E-3;0126;122;magenta;007;XL;E-3-28-B-4;HAKRO Damen V-Shirt Classic;Team06;90+6;0126122007;960ab2ab-a065-4f0d-a242-a37771af2cf1;9f0e5083-00c1-4a33-b7f0-489cfc918c66;96;1
1128;42740;E-3;0126;122;magenta;008;2XL;E-3-28-B-5;HAKRO Damen V-Shirt Classic;Team06;60+2;0126122008;c8a43a92-7c39-40ad-9033-47d6cd0cc43b;4ca633b6-7b46-42a8-8988-e7a6097d92c0;62;1
1129;42741;E-3;0126;122;magenta;009;3XL;E-3-27-B-5;HAKRO Damen V-Shirt Classic;Team06;50+6;0126122009;72f1ba97-29fd-462d-ab54-afecda2309ad;e54652eb-ef3e-4d8d-8546-6e135979fb03;56;1
1130;42742;E-3;0172;001;weiß;003;XS;E-3-30-B-1;HAKRO Damen V-Shirt Stretch;Team06;5;0172001003;3aad5629-6bb0-49de-a359-7794d22a56cb;e9583577-3499-48b7-9c6d-cd1a678ff127;5;1
1131;42743;E-3;0172;001;weiß;004;S;E-3-29-B-1;HAKRO Damen V-Shirt Stretch;Team06;14;0172001004;28737ded-a994-49e1-92e7-c254d1252ce3;62ef2cc6-4c37-4e15-8e22-7f9246487ea2;14;1
1132;42744;E-3;0172;001;weiß;005;M;E-3-30-B-2;HAKRO Damen V-Shirt Stretch;Team06;90;0172001005;2a61ca36-af0e-418a-936d-1fa8db0d2c98;0436cc34-735b-4246-9105-d362cf32fe6a;90;1
1133;42745;E-3;0172;001;weiß;006;L;E-3-30-B-3;HAKRO Damen V-Shirt Stretch;Team06;60+1;0172001006;b34f58ea-b52f-4423-b5a0-4e1da06abf1b;5603c154-e054-4ff3-865d-479786f64489;61;1
1134;42746;E-3;0172;001;weiß;007;XL;E-3-30-B-4;HAKRO Damen V-Shirt Stretch;Team06;50+8;0172001007;fee034a7-bbc9-4ca4-8be1-d6dff98d4b25;79222bd3-c2d8-47e0-98ef-105299d046be;58;1
1135;42747;E-3;0172;001;weiß;008;2XL;E-3-30-B-5;HAKRO Damen V-Shirt Stretch;Team06;50+6;0172001008;0b6e4766-6068-41e0-9975-c4631159e9a9;f0009e86-e726-4ba2-8a3a-d1b84305d3b9;56;1
1136;42748;E-3;0172;001;weiß;009;3XL;E-3-29-B-5;HAKRO Damen V-Shirt Stretch;Team06;80;0172001009;f3af2bb8-5c62-47d4-8f8a-3636292c9b09;e14eea55-329a-4081-b1b7-10e6362f732b;80;1
1137;42749;E-3;0172;005;schwarz;003;XS;E-3-32-B-1;HAKRO Damen V-Shirt Stretch;Team06;10+2;0172005003;1f142770-4d2e-4eb2-ad32-febcb0aee443;fa0a62ba-5675-4592-b251-625bc35df68b;12;1
1138;42750;E-3;0172;005;schwarz;004;S;E-3-31-B-1;HAKRO Damen V-Shirt Stretch;Team06;1;0172005004;41d5cbc0-3560-46db-95e5-9bb57a74fb06;71298503-70b3-417d-9e89-2c5d0c1f6869;1;1
1139;42751;E-3;0172;005;schwarz;005;M;E-3-32-B-2;HAKRO Damen V-Shirt Stretch;Team06;2;0172005005;20dcf77b-10a0-4a75-ae26-a099ba095d89;57ee6785-da3c-436d-9450-c31fdffb2360;2;1
1140;42752;E-3;0172;005;schwarz;006;L;E-3-32-B-3;HAKRO Damen V-Shirt Stretch;Team06;40+3;0172005006;a4406897-d0fb-4896-9c49-de47e7b61a5b;24171f79-8448-4f55-a25f-52bf9fad975c;43;1
1141;42753;E-3;0172;005;schwarz;007;XL;E-3-32-B-4;HAKRO Damen V-Shirt Stretch;Team06;9;0172005007;418ab5fd-644e-4809-bfd5-b19f44c24bc7;84e4f18b-96ff-41db-827c-d4db5ac48374;9;1
1142;42754;E-3;0172;005;schwarz;008;2XL;E-3-32-B-5;HAKRO Damen V-Shirt Stretch;Team06;3;0172005008;a7ad5b7c-02a8-4957-a35c-a700425f648c;65a13afe-312e-4fee-a4c1-d28bc2c27e5b;3;1
1143;42755;E-3;0172;005;schwarz;009;3XL;E-3-31-B-5;HAKRO Damen V-Shirt Stretch;Team06;10+6;0172005009;f79130ce-d5a6-4bb3-807b-2be6addff515;6d5c34b7-95ef-4519-9fd1-98591e230fa4;16;1
1144;42756;E-3;0172;015;grau-meliert;003;XS;E-3-34-B-1;HAKRO Damen V-Shirt Stretch;Team06;30;0172015003;4ca3409c-d134-4b16-8062-20517377c336;f8b361ea-8b9d-4627-aed6-7f7b123588b7;30;1
1145;42757;E-3;0172;015;grau-meliert;004;S;E-3-33-B-1;HAKRO Damen V-Shirt Stretch;Team06;80;0172015004;0bca463f-fba3-4a6e-abf5-f41daa557f40;19727c2e-8e24-460e-88ef-da4fc329e0fc;80;1
1146;42758;E-3;0172;015;grau-meliert;005;M;E-3-34-B-2;HAKRO Damen V-Shirt Stretch;Team06;120+110+17;0172015005;c9779a93-bb22-4667-8454-362ef8640fbf;d01fc6f3-ddc1-405a-914c-81bc382b2433;247;1
1147;42759;E-3;0172;015;grau-meliert;006;L;E-3-34-B-3;HAKRO Damen V-Shirt Stretch;Team06;40+50+9;0172015006;6dcccf4b-b81d-4142-89e7-8d10400a551f;463366ba-f017-437d-ba44-a76f6ea0d462;99;1
1148;42760;E-3;0172;015;grau-meliert;007;XL;E-3-34-B-4;HAKRO Damen V-Shirt Stretch;Team06;120+70+38;0172015007;7ab3bb88-b5f2-45f2-a8d4-2e26dd2b15f3;3e2afbac-d1f2-4241-b6df-6ef8db46637f;228;1
1149;42761;E-3;0172;015;grau-meliert;008;2XL;E-3-34-B-5;HAKRO Damen V-Shirt Stretch;Team06;80+44;0172015008;6f59d68e-8c71-4946-8550-e528ca1a043e;9cca0851-7088-40f6-981a-eea3f76ccef5;124;1
1150;42762;E-3;0172;015;grau-meliert;009;3XL;E-3-33-B-5;HAKRO Damen V-Shirt Stretch;Team06;35+80;0172015009;dd07495f-2f50-4e7f-91ca-58a76ced719e;ecdd16b2-2bbf-4d1a-9a18-668ce754aa9b;115;1
1151;42763;E-3;0172;034;tinte;003;XS;E-3-36-B-1;HAKRO Damen V-Shirt Stretch;Team06;10+4;0172034003;7029d00f-c659-4bcb-9f60-7f961835171c;d5d3b521-11ee-42e8-ade6-a9d5327937bd;14;1
1152;42764;E-3;0172;034;tinte;004;S;E-3-35-B-1;HAKRO Damen V-Shirt Stretch;Team06;40+1;0172034004;2356463b-3ee4-4231-b652-53a20f6f9005;232c2f45-397a-45f8-96d9-cfe47edcdd5f;41;1
1153;42765;E-3;0172;034;tinte;005;M;E-3-36-B-2;HAKRO Damen V-Shirt Stretch;Team06;100+20+1;0172034005;b8cc37b2-aa5a-453c-a426-961a4734723d;1cc7ec04-dfa1-41b1-8967-7d5d16003764;121;1
1154;42766;E-3;0172;034;tinte;006;L;E-3-36-B-3;HAKRO Damen V-Shirt Stretch;Team06;119+40+17;0172034006;d9d3f801-73b0-4faf-a2d9-c1eea4addad4;7cc6e90c-aa28-45ca-8b04-fdeef7e1a246;176;1
1155;42767;E-3;0172;034;tinte;007;XL;E-3-36-B-4;HAKRO Damen V-Shirt Stretch;Team06;100+20+4;0172034007;a7a0161c-9de7-49f6-a2f4-88026715facb;54f072c5-c4cc-4825-bc54-61ac2d0d1f2c;124;1
1156;42768;E-3;0172;034;tinte;008;2XL;E-3-36-B-5;HAKRO Damen V-Shirt Stretch;Team06;30+6;0172034008;c45a03ab-60b9-4d75-b7ba-eefe0694b4fe;d4ea49ec-62e6-4673-9fe3-41ba89776d13;36;1
1157;42769;E-3;0172;034;tinte;009;3XL;E-3-35-B-5;HAKRO Damen V-Shirt Stretch;Team06;30+1;0172034009;ae8400d5-056f-486a-942a-44fb81d8b123;26c192d1-adc6-4d19-be19-e9bf0f2e4509;31;1
1158;42770;E-3;0107;003;marine;003;XS;E-3-39-B-1;HAKRO 1/2-Arm Hemd Business Comfort;Team06;34;0107003003;c60ec3eb-a6e5-4562-8883-08377cceec41;0509493e-8922-439f-8540-7b2a2dded4fc;34;1
1159;42771;E-3;0107;003;marine;004;S;E-3-38-B-1;HAKRO 1/2-Arm Hemd Business Comfort;Team06;30+17;0107003004;4bdb91b8-4ee8-454d-b57d-34cad615ca80;7e1d2b57-bb00-4b24-88aa-df5ebee1e633;47;1
1160;42772;E-3;0107;003;marine;005;M;E-3-39-B-2;HAKRO 1/2-Arm Hemd Business Comfort;Team06;22+25;0107003005;ac858a37-f4f5-4964-8d7f-9cff551e55f2;4bf6b668-9e23-49dd-8b50-bde2998f1d4b;47;1
1161;42773;E-3;0107;003;marine;006;L;E-3-39-B-3;HAKRO 1/2-Arm Hemd Business Comfort;Team06;20+37;0107003006;8fccc23f-667a-4400-b66f-7a0d217b027d;c1aa7b09-3791-43a3-bcb3-ea44f5fb47fb;57;1
1162;42774;E-3;0107;003;marine;007;XL;E-3-39-B-4;HAKRO 1/2-Arm Hemd Business Comfort;Team06;20+14;0107003007;bcbc056c-137f-4d0c-ad8a-c5b4d936cb41;c7d6cf77-ca48-42ac-98bd-f27cd1d5bcbf;34;1
1163;42775;E-3;0107;003;marine;008;2XL;E-3-39-B-5;HAKRO 1/2-Arm Hemd Business Comfort;Team06;22+23;0107003008;8d44cc55-fc36-4cb2-8062-15e56452f697;f72ea114-a803-4aa5-9253-a5754f98e041;45;1
1164;42776;E-3;0107;003;marine;009;3XL;E-3-37-B-5;HAKRO 1/2-Arm Hemd Business Comfort;Team06;13;0107003009;c4cc3779-fd55-4c3e-89e5-7ea743d6443c;7eff1ac6-86f9-4cdc-8381-b886848f1db1;13;1
1165;42777;E-3;0107;003;marine;010;4XL;E-3-37-B-2;HAKRO 1/2-Arm Hemd Business Comfort;Team06;17;0107003010;1768b0e6-73b5-412b-b707-bbdbedd26c2a;711e99b0-84a5-4cfb-b18b-5aa07328c0a9;17;1
1166;42778;E-3;0107;003;marine;011;5XL;E-3-37-B-3;HAKRO 1/2-Arm Hemd Business Comfort;Team06;34;0107003011;01104b74-202a-4681-8f9d-956d2fba520f;0e90582f-a5f0-484b-a28b-c841c2b9c44c;34;1
1167;42779;E-3;0107;003;marine;012;6XL;E-3-37-B-4;HAKRO 1/2-Arm Hemd Business Comfort;Team06;36;0107003012;a4030c08-3b84-468b-af96-5acb32a16477;7c6955b3-6a45-4e64-859f-0205bffa3c59;36;1
1168;42780;E-3;0107;001;weiß;003;XS;E-3-42-B-1;HAKRO 1/2-Arm Hemd Business Comfort;Team06;35;0107001003;e0b214a2-9b70-4ca5-9a90-03a120fb3f4d;a46664ee-5052-4f3f-8a6b-05bcedcad08c;35;1
1169;42781;E-3;0107;001;weiß;004;S;E-3-41-B-1;HAKRO 1/2-Arm Hemd Business Comfort;Team06;20+18;0107001004;064e0e07-cb37-49cc-8009-cb4bfaadb9d9;b7f62efd-14e3-404b-b554-b81fdcf0aaf2;38;1
1170;42782;E-3;0107;001;weiß;005;M;E-3-42-B-2;HAKRO 1/2-Arm Hemd Business Comfort;Team06;13+20;0107001005;c073580b-0ab3-407a-ac68-9f38bbf8d860;f16e8849-cf8d-4fc9-810e-83bc375de883;33;1
1171;42783;E-3;0107;001;weiß;006;L;E-3-42-B-3;HAKRO 1/2-Arm Hemd Business Comfort;Team06;20+19;0107001006;fe94ae35-0bc3-4410-9a30-f05c980f6c19;759305f6-f57a-4fa7-88be-460da15db8f4;39;1
1172;42784;E-3;0107;001;weiß;007;XL;E-3-42-B-4;HAKRO 1/2-Arm Hemd Business Comfort;Team06;20+17;0107001007;5c0ecb5d-912f-4701-b05b-c9ce863fe988;4d3c9000-af73-42f9-9f17-7469a8687bcd;37;1
1173;42785;E-3;0107;001;weiß;008;2XL;E-3-42-B-5;HAKRO 1/2-Arm Hemd Business Comfort;Team06;20+22;0107001008;acee6816-6381-4f17-9e4c-385008302792;bba98a71-813b-40ae-b3e2-433c21a6ccac;42;1
1174;42786;E-3;0107;001;weiß;009;3XL;E-3-40-B-5;HAKRO 1/2-Arm Hemd Business Comfort;Team06;24;0107001009;b8889ef5-376d-4246-a68f-ce1a56fe36e3;422e6284-a293-4e6c-bcd5-a013f9969eb3;24;1
1175;42787;E-3;0107;001;weiß;010;4XL;E-3-40-B-2;HAKRO 1/2-Arm Hemd Business Comfort;Team06;35;0107001010;d34c5e4d-19e0-4ff4-9752-c73ecb07cf99;64a85d68-ce12-4f78-b1de-fbabb0baa811;35;1
1176;42788;E-3;0107;001;weiß;011;5XL;E-3-40-B-3;HAKRO 1/2-Arm Hemd Business Comfort;Team06;15;0107001011;e6a8ab51-1e38-4a08-80be-8853ca5191f8;9fa65bc2-53ab-4bb6-9934-bd69dc4665c8;15;1
1177;42789;E-3;0107;001;weiß;012;6XL;E-3-40-B-4;HAKRO 1/2-Arm Hemd Business Comfort;Team06;32;0107001012;35e1ea78-c300-49da-b6f8-f33baa5a9bc2;f43de696-16ae-44d6-8212-146399b285eb;32;1
1178;42790;E-4;0293;002;rot;003;XS;E-4-01-A-1;HAKRO T-Shirt Heavy;Team07;80+6;0293002003;8d0fdc6f-978c-4a35-be99-2a6b799c71ac;2459fe3a-0744-42a6-9717-859e50e42d89;86;1
1179;42791;E-4;0293;002;rot;004;S;E-4-02-A-1;HAKRO T-Shirt Heavy;Team07;33+100;0293002004;d0651ede-7e6c-450a-9207-6bc5c9d501dd;7433537a-32f7-47bd-9588-4e7f6f25c1b7;133;1
1180;42792;E-4;0293;002;rot;005;M;E-4-01-A-2;HAKRO T-Shirt Heavy;Team07;100+94;0293002005;963a17e6-ef14-4574-aa3d-b17e22477ad9;2cdcf5b7-6994-4d1d-b55d-adb80ea80ec8;194;1
1181;42793;E-4;0293;002;rot;006;L;E-4-01-A-3;HAKRO T-Shirt Heavy;Team07;160+8;0293002006;f9b5c3db-6380-44a6-9747-49353377d77e;b79d3ded-e6d8-4ca4-bfea-8432dd5580ce;168;1
1182;42794;E-4;0293;002;rot;007;XL;E-4-01-A-4;HAKRO T-Shirt Heavy;Team07;150+8;0293002007;96008ba5-6e94-46e9-b9ec-b017102e9335;26661786-d761-40d1-bc39-c2932237c558;158;1
1183;42795;E-4;0293;002;rot;008;2XL;E-4-01-A-5;HAKRO T-Shirt Heavy;Team07;80;0293002008;ab0807a9-410f-4527-8b37-80fb3a0be13e;a98b0595-e063-4e51-98a8-c8a4af101408;80;1
1184;42796;E-4;0293;002;rot;009;3XL;E-4-02-A-5;HAKRO T-Shirt Heavy;Team07;70+8;0293002009;cabf9a4c-382b-4a82-9e0c-292dda87108f;9e38e9bd-3870-4820-bc53-eef22bf40cd1;78;1
1185;42797;E-4;0293;072;tanne;003;XS;E-4-03-A-1;HAKRO T-Shirt Heavy;Team07;62;0293072003;aec88b3a-8287-4b52-9060-13f947c9aaac;64fc51ea-b431-4f30-875b-cb9eff2a3978;62;1
1186;42798;E-4;0293;072;tanne;004;S;E-4-04-A-1;HAKRO T-Shirt Heavy;Team07;31;0293072004;5afb84b1-ea95-4a7d-92f3-9c5255c49d74;c1169f5b-d555-41b2-99e0-27a93220e5f2;31;1
1187;42799;E-4;0293;072;tanne;005;M;E-4-03-A-2;HAKRO T-Shirt Heavy;Team07;5;0293072005;50d91c78-11ea-421a-b23a-2442f1fff30a;3d4d2f86-eae9-48f1-8c6c-ab1932f37817;5;1
1188;42800;E-4;0293;072;tanne;006;L;E-4-03-A-3;HAKRO T-Shirt Heavy;Team07;70+8;0293072006;06d5074b-360a-44f3-9b86-df79ddbb9c3d;61ebce68-79a9-4182-9c29-d0846d25d653;78;1
1189;42801;E-4;0293;072;tanne;007;XL;E-4-03-A-4;HAKRO T-Shirt Heavy;Team07;50+10+9;0293072007;74622ea8-acae-43ec-902c-3b7f51e706fd;6e4e4b77-229b-4aff-8aee-8b74d169fbff;69;1
1190;42802;E-4;0293;072;tanne;008;2XL;E-4-03-A-5;HAKRO T-Shirt Heavy;Team07;25;0293072008;ef76c010-ac73-4c16-aea1-908548d8cd06;1bc0b17e-947a-4d35-ba72-63ca26beb5f0;25;1
1191;42803;E-4;0293;072;tanne;009;3XL;E-4-04-A-5;HAKRO T-Shirt Heavy;Team07;50+6;0293072009;3ef9d256-09a1-4d23-896d-5bf405318a2b;6b9067c4-098d-4de2-b5ef-eb2573fba5f8;56;1
1192;42804;E-4;0293;024;ash-meliert;003;XS;E-4-05-A-1;HAKRO T-Shirt Heavy;Team07;50+10+11;0293024003;17730c88-7cc2-477e-83e9-8d02845952d1;4ad5898b-c752-4400-914a-efeb5aa95520;71;1
1193;42805;E-4;0293;024;ash-meliert;004;S;E-4-06-A-1;HAKRO T-Shirt Heavy;Team07;53;0293024004;2c620e29-e6c2-4877-a086-8a06833a12a5;12c9891a-4f18-4b5e-913c-e08f0e08faae;53;1
1194;42806;E-4;0293;024;ash-meliert;005;M;E-4-05-A-2;HAKRO T-Shirt Heavy;Team07;260+7;0293024005;e3b99a18-111e-42de-b295-9c1d0bea1f2d;cdc65e8c-f269-48cf-ae77-aeec8493f6c5;267;1
1195;42807;E-4;0293;024;ash-meliert;006;L;E-4-05-A-3;HAKRO T-Shirt Heavy;Team07;190+9;0293024006;90ee15db-4f01-4cce-a9a7-996d5efb8098;949933f4-b745-4c43-8a00-c9c6289c9572;199;1
1196;42808;E-4;0293;024;ash-meliert;007;XL;E-4-05-A-4;HAKRO T-Shirt Heavy;Team07;5+60+70+80;0293024007;8da8a0e5-2e2d-4433-8d32-df7e09a754fd;f2736d4c-5358-4215-b62e-7a9b44f1a050;215;1
1197;42809;E-4;0293;024;ash-meliert;008;2XL;E-4-05-A-5;HAKRO T-Shirt Heavy;Team07;90+4;0293024008;5c871e0a-c6b0-4af7-b948-54ac6af39728;79d7efe8-8b83-4e51-b7b6-88cb5fa136d4;94;1
1198;42810;E-4;0293;024;ash-meliert;009;3XL;E-4-06-A-5;HAKRO T-Shirt Heavy;Team07;71;0293024009;fa55eec6-2acc-4443-892b-cfe90ba96274;7067c6a2-09e1-4e18-bf27-e6a36acbd15a;71;1
1199;42811;E-4;0293;003;marine;003;XS;E-4-07-A-1;HAKRO T-Shirt Heavy;Team07;50+9;0293003003;fe8138d1-f8a7-42e9-b5a2-8613949b843e;c754a936-32df-4523-b229-c0a9d553191a;59;1
1200;42812;E-4;0293;003;marine;004;S;E-4-08-A-1;HAKRO T-Shirt Heavy;Team07;4;0293003004;1e60c928-e31e-4318-8a63-52416116f2c7;6936d6cc-ecc4-4d56-923f-5d3bdd6fd11d;4;1
1201;42813;E-4;0293;003;marine;005;M;E-4-07-A-2;HAKRO T-Shirt Heavy;Team07;99+10+17;0293003005;f46178f5-cb73-44de-908a-3e10d17abf9e;accd9cbf-463b-44d8-8a3d-fe6ad97a6229;126;1
1202;42814;E-4;0293;003;marine;006;L;E-4-07-A-3;HAKRO T-Shirt Heavy;Team07;7;0293003006;e4b41384-fde3-4734-943c-90dd49dbb20c;2db4059b-81eb-43f7-8cb2-31c10444ab98;7;1
1203;42815;E-4;0293;003;marine;007;XL;E-4-07-A-4;HAKRO T-Shirt Heavy;Team07;5+130;0293003007;d590f108-87ec-4e01-b5f3-262601e4d1b1;2ac7ce9d-7ebe-41b2-9835-bc5d2d2b8556;135;1
1204;42816;E-4;0293;003;marine;008;2XL;E-4-07-A-5;HAKRO T-Shirt Heavy;Team07;5;0293003008;11372d3c-cb22-4019-ae0e-fbd013097b44;6abd028a-f66e-4815-b4bb-b86361ad1a58;5;1
1205;42817;E-4;0293;003;marine;009;3XL;E-4-08-A-5;HAKRO T-Shirt Heavy;Team07;0;0293003009;4707e0ac-415a-4218-ae6c-3710f004e851;9999a58d-c121-408f-9be0-f39de0149f9f;0;1
1206;42818;E-4;0293;035;sonne;003;XS;E-4-09-A-1;HAKRO T-Shirt Heavy;Team07;30+11;0293035003;b7b58ae2-54b5-490c-826c-517ecde10002;009deb18-c755-42f8-ba2c-ba2d99f54557;41;1
1207;42819;E-4;0293;035;sonne;004;S;E-4-10-A-1;HAKRO T-Shirt Heavy;Team07;50+7;0293035004;ab238373-a58f-4a40-a43b-8879c747affd;4aa73dfa-9427-4730-b828-619aa135dd53;57;1
1208;42820;E-4;0293;035;sonne;005;M;E-4-09-A-2;HAKRO T-Shirt Heavy;Team07;3;0293035005;5bf1263b-c3a9-4f75-8d05-7bb6f4dd02de;65e59acc-1cf3-4a7b-be16-3196482ed3d9;3;1
1209;42821;E-4;0293;035;sonne;006;L;E-4-09-A-3;HAKRO T-Shirt Heavy;Team07;31+90;0293035006;81755bff-35f8-47ac-b3ad-f70cf25ff85a;9662b321-c283-4080-b8ea-02520e61118c;121;1
1210;42822;E-4;0293;035;sonne;007;XL;E-4-09-A-4;HAKRO T-Shirt Heavy;Team07;150+9;0293035007;880e9b98-b718-4d7c-a888-04d8db2764fd;3cdd9dbd-aa44-41c8-a7e8-984562de0d51;159;1
1211;42823;E-4;0293;035;sonne;008;2XL;E-4-09-A-5;HAKRO T-Shirt Heavy;Team07;2;0293035008;4e9b79b1-fd79-4ff7-93d1-46e50456ec89;537e8391-250d-4236-98c5-750be5f59a4d;2;1
1212;42824;E-4;0293;035;sonne;009;3XL;E-4-10-A-5;HAKRO T-Shirt Heavy;Team07;24;0293035009;7d7fd22a-de35-48c6-be81-ff0ebc724410;1f846b10-ae1b-462c-aeba-05a55c4bf771;24;1
1213;42825;E-4;0293;042;graphit;003;XS;E-4-11-A-1;HAKRO T-Shirt Heavy;Team07;30+12;0293042003;078f0864-516e-4d65-bdce-727972acac14;d6c4c961-8714-4a05-ac2a-0db7f91358f8;42;1
1214;42826;E-4;0293;042;graphit;004;S;E-4-12-A-1;HAKRO T-Shirt Heavy;Team07;80+13;0293042004;bee9ee78-2155-4db6-840b-527a386d2cdf;49d18ad9-22a4-4cab-bd32-d98646153990;93;1
1215;42827;E-4;0293;042;graphit;005;M;E-4-11-A-2;HAKRO T-Shirt Heavy;Team07;130+100+30;0293042005;8be539c5-773a-4b7f-b29c-7e04e15163a9;ccef75f9-93c3-4285-b639-62cbaca8c19e;260;1
1216;42828;E-4;0293;042;graphit;006;L;E-4-11-A-3;HAKRO T-Shirt Heavy;Team07;110+10;0293042006;b39d81de-b7d8-4072-97ec-f5736627fbdd;355f10f1-585b-4ba5-b966-20bcbcce650f;120;1
1217;42829;E-4;0293;042;graphit;007;XL;E-4-11-A-4;HAKRO T-Shirt Heavy;Team07;170+6;0293042007;53014059-c81e-4ee0-af3d-78d413c66a15;a1f7c268-8444-477f-9de9-90c2ea8b6bc7;176;1
1218;42830;E-4;0293;042;graphit;008;2XL;E-4-11-A-5;HAKRO T-Shirt Heavy;Team05;70;0293042008;81244da0-2a50-4f08-b529-efe7be92aafd;00654395-87e1-4350-a0b7-71ad4bba3a54;70;1
1219;42831;E-4;0293;042;graphit;009;3XL;E-4-12-A-5;HAKRO T-Shirt Heavy;Team07;30+9;0293042009;083ca903-3add-44ee-8e5f-a8a5e76891aa;3ac059be-f86c-45ee-91a7-e9f0d661091e;39;1
1220;42832;E-4;0293;046;petrol;003;XS;E-4-13-A-1;HAKRO T-Shirt Heavy;Team07;28;0293046003;e9427b44-5d84-4fbf-bb84-dd0cde415611;35532bd5-cc1f-458f-85ca-777f42e2ae46;28;1
1221;42833;E-4;0293;046;petrol;004;S;E-4-14-A-1;HAKRO T-Shirt Heavy;Team07;6+60;0293046004;8dc22bc8-15d6-453e-8fd6-aaa668acf323;5e1a2ed0-77e7-47eb-9f1d-56f4e6961bbe;66;1
